Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Nooristan,77,,38,,,2020-08-05
Kabul,"14,688",512,"12,193",,,2020-08-04
Hirat,"5,620",172,"4,524",,,2020-08-04
Nangarhar,"1,384",74,673,,,2020-08-04
Balkh,"1,867",71,925,,,2020-08-04
Ghazni,523,39,356,,,2020-08-04
Khost,425,37,303,,,2020-08-04
Kandahar,"1,359",35,827,,,2020-08-04
Paktya,"1,187",35,637,,,2020-08-04
Takhar,"1,033",32,402,,,2020-08-04
Baghlan,641,30,275,,,2020-08-04
Helmand,189,25,148,,,2020-08-04
Logar,530,22,393,,,2020-08-04
Parwan,367,18,170,,,2020-08-04
Kunar,406,17,320,,,2020-08-04
Kunduz,554,16,197,,,2020-08-04
Panjsher,290,16,248,,,2020-08-04
Wardak,315,16,274,,,2020-08-04
Farah,305,15,65,,,2020-08-04
Faryab,238,13,110,,,2020-08-04
Samangan,327,13,301,,,2020-08-04
Bamyan,821,10,328,,,2020-08-04
Kapisa,205,10,185,,,2020-08-04
Nimroz,376,8,314,,,2020-08-04
Badakhshan,381,7,99,,,2020-08-04
Badghis,603,7,330,,,2020-08-04
Zabul,137,7,125,,,2020-08-04
Ghor,401,6,147,,,2020-08-04
Jawzjan,196,6,188,,,2020-08-04
Sar-e-Pul,130,6,124,,,2020-08-04
Dykundi,535,4,101,,,2020-08-04
Laghman,376,4,151,,,2020-08-04
Paktika,206,4,144,,,2020-08-04
Urozgan,55,1,54,,,2020-08-04
Nooristan,77,,38,,,2020-08-04
Kabul,"14,681",511,"12,146",,,2020-08-03
Hirat,"5,616",172,"4,524",,,2020-08-03
Nangarhar,"1,384",74,673,,,2020-08-03
Balkh,"1,862",67,865,,,2020-08-03
Ghazni,523,39,356,,,2020-08-03
Khost,425,37,303,,,2020-08-03
Kandahar,"1,359",35,827,,,2020-08-03
Paktya,"1,187",35,637,,,2020-08-03
Takhar,"1,033",32,402,,,2020-08-03
Baghlan,641,30,275,,,2020-08-03
Helmand,189,25,148,,,2020-08-03
Logar,530,22,350,,,2020-08-03
Parwan,367,18,170,,,2020-08-03
Kunar,406,17,320,,,2020-08-03
Kunduz,554,16,197,,,2020-08-03
Panjsher,290,16,248,,,2020-08-03
Wardak,315,16,272,,,2020-08-03
Farah,305,15,65,,,2020-08-03
Faryab,238,13,110,,,2020-08-03
Samangan,327,13,293,,,2020-08-03
Bamyan,821,10,328,,,2020-08-03
Kapisa,205,10,185,,,2020-08-03
Nimroz,376,8,314,,,2020-08-03
Badakhshan,380,7,99,,,2020-08-03
Badghis,603,7,330,,,2020-08-03
Zabul,137,7,125,,,2020-08-03
Ghor,381,6,147,,,2020-08-03
Jawzjan,196,6,188,,,2020-08-03
Sar-e-Pul,130,6,124,,,2020-08-03
Dykundi,535,4,101,,,2020-08-03
Laghman,376,4,151,,,2020-08-03
Paktika,206,4,144,,,2020-08-03
Urozgan,55,1,54,,,2020-08-03
Nooristan,77,,38,,,2020-08-03
Kabul,"14,606",511,"12,146",,,2020-07-30
Hirat,"5,567",171,"4,486",,,2020-07-30
Nangarhar,"1,383",68,673,,,2020-07-30
Balkh,"1,861",66,865,,,2020-07-30
Ghazni,520,39,356,,,2020-07-30
Khost,425,37,303,,,2020-07-30
Kandahar,"1,359",35,827,,,2020-07-30
Paktya,"1,185",35,637,,,2020-07-30
Takhar,"1,028",31,402,,,2020-07-30
Baghlan,636,30,275,,,2020-07-30
Helmand,189,25,148,,,2020-07-30
Logar,528,22,350,,,2020-07-30
Parwan,365,18,170,,,2020-07-30
Kunar,406,16,320,,,2020-07-30
Kunduz,552,16,197,,,2020-07-30
Panjsher,289,16,248,,,2020-07-30
Wardak,315,16,272,,,2020-07-30
Farah,305,15,65,,,2020-07-30
Faryab,235,13,110,,,2020-07-30
Samangan,327,12,293,,,2020-07-30
Bamyan,814,10,328,,,2020-07-30
Kapisa,203,10,185,,,2020-07-30
Nimroz,376,8,314,,,2020-07-30
Badakhshan,377,7,99,,,2020-07-30
Badghis,598,7,330,,,2020-07-30
Zabul,137,7,125,,,2020-07-30
Ghor,381,6,147,,,2020-07-30
Jawzjan,196,6,188,,,2020-07-30
Sar-e-Pul,130,6,124,,,2020-07-30
Laghman,376,4,151,,,2020-07-30
Paktika,206,4,144,,,2020-07-30
Dykundi,535,3,101,,,2020-07-30
Urozgan,55,1,54,,,2020-07-30
Nooristan,77,,38,,,2020-07-30
Kabul,"14,597",511,"12,102",,,2020-07-29
Hirat,"5,539",171,"4,448",,,2020-07-29
Nangarhar,"1,381",68,673,,,2020-07-29
Balkh,"1,860",66,865,,,2020-07-29
Ghazni,520,39,356,,,2020-07-29
Khost,425,37,303,,,2020-07-29
Kandahar,"1,359",35,827,,,2020-07-29
Paktya,"1,180",35,637,,,2020-07-29
Takhar,"1,026",31,402,,,2020-07-29
Baghlan,635,30,275,,,2020-07-29
Helmand,189,25,148,,,2020-07-29
Logar,528,22,350,,,2020-07-29
Parwan,365,18,170,,,2020-07-29
Kunar,406,16,320,,,2020-07-29
Kunduz,549,16,197,,,2020-07-29
Panjsher,288,16,248,,,2020-07-29
Wardak,315,16,272,,,2020-07-29
Farah,298,15,65,,,2020-07-29
Faryab,231,13,110,,,2020-07-29
Samangan,327,12,293,,,2020-07-29
Bamyan,814,10,328,,,2020-07-29
Kapisa,203,10,185,,,2020-07-29
Nimroz,376,8,314,,,2020-07-29
Badakhshan,373,7,99,,,2020-07-29
Badghis,596,7,330,,,2020-07-29
Zabul,137,7,125,,,2020-07-29
Ghor,379,6,147,,,2020-07-29
Jawzjan,196,6,188,,,2020-07-29
Sar-e-Pul,130,6,124,,,2020-07-29
Laghman,376,4,151,,,2020-07-29
Paktika,206,4,144,,,2020-07-29
Dykundi,535,3,101,,,2020-07-29
Urozgan,55,1,54,,,2020-07-29
Nooristan,77,,38,,,2020-07-29
Kabul,"14,580",510,"12,071",,,2020-07-28
Hirat,"5,503",171,"4,448",,,2020-07-28
Nangarhar,"1,381",68,673,,,2020-07-28
Balkh,"1,860",66,865,,,2020-07-28
Ghazni,520,39,356,,,2020-07-28
Khost,425,37,303,,,2020-07-28
Kandahar,"1,359",35,827,,,2020-07-28
Paktya,"1,180",35,637,,,2020-07-28
Takhar,"1,026",31,402,,,2020-07-28
Baghlan,635,30,275,,,2020-07-28
Helmand,189,25,148,,,2020-07-28
Logar,528,22,350,,,2020-07-28
Parwan,365,18,170,,,2020-07-28
Kunar,406,16,320,,,2020-07-28
Kunduz,549,16,197,,,2020-07-28
Panjsher,288,16,248,,,2020-07-28
Wardak,315,16,272,,,2020-07-28
Farah,298,15,65,,,2020-07-28
Faryab,231,13,110,,,2020-07-28
Samangan,327,12,293,,,2020-07-28
Bamyan,802,10,328,,,2020-07-28
Kapisa,203,10,185,,,2020-07-28
Nimroz,376,8,314,,,2020-07-28
Badakhshan,373,7,99,,,2020-07-28
Badghis,596,7,330,,,2020-07-28
Zabul,137,7,125,,,2020-07-28
Ghor,347,6,147,,,2020-07-28
Jawzjan,196,6,188,,,2020-07-28
Sar-e-Pul,130,6,124,,,2020-07-28
Laghman,376,4,151,,,2020-07-28
Paktika,206,4,144,,,2020-07-28
Dykundi,529,3,101,,,2020-07-28
Urozgan,55,1,54,,,2020-07-28
Nooristan,77,,38,,,2020-07-28
Kabul,"14,543",510,"12,057",,,2020-07-27
Hirat,"5,464",170,"4,315",,,2020-07-27
Nangarhar,"1,381",68,673,,,2020-07-27
Balkh,"1,852",66,852,,,2020-07-27
Ghazni,520,39,356,,,2020-07-27
Khost,425,37,303,,,2020-07-27
Kandahar,"1,359",35,827,,,2020-07-27
Paktya,"1,180",35,637,,,2020-07-27
Takhar,"1,023",31,402,,,2020-07-27
Baghlan,634,30,275,,,2020-07-27
Helmand,189,25,148,,,2020-07-27
Logar,527,22,350,,,2020-07-27
Parwan,365,18,170,,,2020-07-27
Kunar,406,16,320,,,2020-07-27
Kunduz,549,16,197,,,2020-07-27
Panjsher,288,16,248,,,2020-07-27
Wardak,315,16,272,,,2020-07-27
Farah,298,15,65,,,2020-07-27
Faryab,231,13,110,,,2020-07-27
Samangan,327,12,293,,,2020-07-27
Bamyan,802,10,328,,,2020-07-27
Kapisa,203,10,185,,,2020-07-27
Nimroz,376,8,314,,,2020-07-27
Badakhshan,369,7,99,,,2020-07-27
Badghis,584,7,330,,,2020-07-27
Zabul,137,7,125,,,2020-07-27
Ghor,347,6,147,,,2020-07-27
Jawzjan,196,6,188,,,2020-07-27
Sar-e-Pul,130,6,124,,,2020-07-27
Laghman,376,4,151,,,2020-07-27
Paktika,206,4,144,,,2020-07-27
Dykundi,529,3,101,,,2020-07-27
Urozgan,55,1,54,,,2020-07-27
Nooristan,77,,38,,,2020-07-27
Kabul,"14,491",489,"12,033",,,2020-07-24
Hirat,"5,423",165,"4,315",,,2020-07-24
Nangarhar,"1,380",67,640,,,2020-07-24
Balkh,"1,841",62,840,,,2020-07-24
Ghazni,513,37,345,,,2020-07-24
Kandahar,"1,351",35,815,,,2020-07-24
Paktya,"1,179",35,613,,,2020-07-24
Khost,395,34,280,,,2020-07-24
Baghlan,634,30,212,,,2020-07-24
Takhar,"1,011",30,380,,,2020-07-24
Helmand,187,24,146,,,2020-07-24
Logar,527,22,306,,,2020-07-24
Parwan,365,18,99,,,2020-07-24
Kunar,405,16,276,,,2020-07-24
Panjsher,287,16,248,,,2020-07-24
Wardak,313,16,262,,,2020-07-24
Farah,278,15,65,,,2020-07-24
Kunduz,548,15,175,,,2020-07-24
Faryab,231,13,110,,,2020-07-24
Samangan,327,12,293,,,2020-07-24
Bamyan,793,10,297,,,2020-07-24
Kapisa,203,9,185,,,2020-07-24
Nimroz,376,8,314,,,2020-07-24
Badakhshan,363,7,99,,,2020-07-24
Badghis,559,7,262,,,2020-07-24
Zabul,136,7,124,,,2020-07-24
Jawzjan,196,6,188,,,2020-07-24
Sar-e-Pul,130,6,124,,,2020-07-24
Laghman,375,4,101,,,2020-07-24
Paktika,206,4,144,,,2020-07-24
Dykundi,513,3,101,,,2020-07-24
Ghor,321,2,147,,,2020-07-24
Urozgan,54,1,46,,,2020-07-24
Nooristan,77,,17,,,2020-07-24
Kabul,"14,484",476,"12,001",,,2020-07-23
Hirat,"5,405",165,"4,315",,,2020-07-23
Nangarhar,"1,379",67,640,,,2020-07-23
Balkh,"1,841",62,840,,,2020-07-23
Ghazni,513,37,345,,,2020-07-23
Kandahar,"1,350",35,797,,,2020-07-23
Paktya,"1,179",35,613,,,2020-07-23
Khost,395,34,280,,,2020-07-23
Baghlan,634,30,212,,,2020-07-23
Takhar,"1,011",30,380,,,2020-07-23
Helmand,187,23,144,,,2020-07-23
Logar,527,22,306,,,2020-07-23
Parwan,364,18,99,,,2020-07-23
Kunar,400,16,276,,,2020-07-23
Panjsher,285,16,248,,,2020-07-23
Wardak,313,16,262,,,2020-07-23
Farah,278,15,65,,,2020-07-23
Kunduz,544,15,175,,,2020-07-23
Faryab,231,13,110,,,2020-07-23
Samangan,327,12,293,,,2020-07-23
Bamyan,782,10,297,,,2020-07-23
Kapisa,201,9,185,,,2020-07-23
Nimroz,376,8,314,,,2020-07-23
Badakhshan,362,7,99,,,2020-07-23
Badghis,553,7,262,,,2020-07-23
Zabul,136,7,124,,,2020-07-23
Jawzjan,196,6,188,,,2020-07-23
Sar-e-Pul,130,6,124,,,2020-07-23
Laghman,374,4,101,,,2020-07-23
Paktika,206,4,144,,,2020-07-23
Dykundi,513,3,101,,,2020-07-23
Ghor,321,2,147,,,2020-07-23
Urozgan,54,1,46,,,2020-07-23
Nooristan,77,,17,,,2020-07-23
Kabul Province,"14,371",456,"11,937",,"34,343",2020-07-19
Herat Province,"5,296",160,"3,751",,"10,578",2020-07-19
Nangarhar Province,"1,375",67,640,,"2,269",2020-07-19
Balkh Province,"1,790",61,796,,"2,982",2020-07-19
Ghazni Province,506,35,261,,"1,281",2020-07-19
Kandahar Province,"1,344",35,772,,"5,016",2020-07-19
Khost Province,395,34,280,,801,2020-07-19
Paktia Province,"1,168",34,592,,"2,993",2020-07-19
Baghlan Province,631,30,212,,"1,612",2020-07-19
Takhar Province,"1,002",29,347,,"2,373",2020-07-19
Helmand Province,187,23,144,,737,2020-07-19
Logar Province,520,22,306,,"1,401",2020-07-19
Parwan Province,364,18,99,,"1,000",2020-07-19
Kunar Province,399,16,276,,705,2020-07-19
Panjshir Province,285,16,208,,640,2020-07-19
Wardak Province,312,16,245,,842,2020-07-19
Farah Province,278,15,65,,571,2020-07-19
Kunduz Province,538,15,165,,"1,300",2020-07-19
Faryab Province,231,13,110,,444,2020-07-19
Samangan Province,327,12,293,,587,2020-07-19
Bamyan Province,779,10,297,,"2,370",2020-07-19
Kapisa Province,201,9,178,,579,2020-07-19
Nimruz Province,374,8,314,,"1,181",2020-07-19
Badakhshan Province,362,7,99,,"1,159",2020-07-19
Badghis Province,542,7,262,,"1,483",2020-07-19
Zabul Province,136,7,117,,438,2020-07-19
Jowzjan Province,196,6,188,,383,2020-07-19
Sar-e Pol Province,130,6,124,,277,2020-07-19
Laghman Province,368,4,101,,842,2020-07-19
Paktika Province,206,4,144,,497,2020-07-19
Daykundi Province,469,3,101,,"1,073",2020-07-19
Ghor Province,264,2,147,,655,2020-07-19
Urozgan Province,54,1,46,,210,2020-07-19
Nuristan Province,75,0,17,,149,2020-07-19
Kabul Province,"13,131",218,"8,821",,"30,225",2020-07-06
Herat Province,"4,887",130,"1,957",,"9,885",2020-07-06
Nangarhar Province,"1,355",63,416,,"2,125",2020-07-06
Balkh Province,"1,681",55,642,,"2,790",2020-07-06
Ghazni Province,429,27,150,,"1,069",2020-07-06
Khost Province,350,26,109,,749,2020-07-06
Kandahar Province,"1,295",24,461,,"4,554",2020-07-06
Paktia Province,"1,090",24,182,,"2,645",2020-07-06
Takhar Province,862,23,242,,"1,915",2020-07-06
Baghlan Province,583,22,193,,"1,349",2020-07-06
Helmand Province,171,21,131,,625,2020-07-06
Parwan Province,340,18,91,,892,2020-07-06
Kunar Province,383,16,169,,619,2020-07-06
Logar Province,474,16,165,,"1,271",2020-07-06
Panjshir Province,260,15,122,,529,2020-07-06
Wardak Province,292,14,242,,777,2020-07-06
Faryab Province,193,13,110,,401,2020-07-06
Samangan Province,305,11,265,,545,2020-07-06
Kunduz Province,492,9,128,,"1,078",2020-07-06
Badakhshan Province,234,7,50,,737,2020-07-06
Bamyan Province,464,7,168,,"1,744",2020-07-06
Nimruz Province,345,7,304,,910,2020-07-06
Badghis Province,411,6,165,,"1,269",2020-07-06
Jowzjan Province,196,6,83,,383,2020-07-06
Sar-e Pol Province,130,6,124,,277,2020-07-06
Farah Province,263,5,22,,539,2020-07-06
Zabul Province,126,5,68,,396,2020-07-06
Laghman Province,346,4,101,,719,2020-07-06
Paktika Province,185,3,139,,446,2020-07-06
Ghor Province,186,2,90,,496,2020-07-06
Kapisa Province,190,2,57,,545,2020-07-06
Daykundi Province,249,1,28,,691,2020-07-06
Urozgan Province,50,1,29,,184,2020-07-06
Nuristan Province,74,0,17,,136,2020-07-06
Kabul Province,"13,131",218,"8,821",,"30,225",2020-07-02
Herat Province,"4,887",130,"1,957",,"9,885",2020-07-02
Nangarhar Province,"1,355",63,416,,"2,125",2020-07-02
Balkh Province,"1,681",55,642,,"2,790",2020-07-02
Ghazni Province,429,27,150,,"1,069",2020-07-02
Khost Province,350,26,109,,749,2020-07-02
Kandahar Province,"1,295",24,461,,"4,554",2020-07-02
Paktia Province,"1,090",24,182,,"2,645",2020-07-02
Takhar Province,862,23,242,,"1,915",2020-07-02
Baghlan Province,583,22,193,,"1,349",2020-07-02
Helmand Province,171,21,131,,625,2020-07-02
Parwan Province,340,18,91,,892,2020-07-02
Kunar Province,383,16,169,,619,2020-07-02
Logar Province,474,16,165,,"1,271",2020-07-02
Panjshir Province,260,15,122,,529,2020-07-02
Wardak Province,292,14,242,,777,2020-07-02
Faryab Province,193,13,110,,401,2020-07-02
Samangan Province,305,11,265,,545,2020-07-02
Kunduz Province,492,9,128,,"1,078",2020-07-02
Badakhshan Province,234,7,50,,737,2020-07-02
Bamyan Province,464,7,168,,"1,744",2020-07-02
Nimruz Province,345,7,304,,910,2020-07-02
Badghis Province,411,6,165,,"1,269",2020-07-02
Jowzjan Province,196,6,83,,383,2020-07-02
Sar-e Pol Province,130,6,124,,277,2020-07-02
Farah Province,263,5,22,,539,2020-07-02
Zabul Province,126,5,68,,396,2020-07-02
Laghman Province,346,4,101,,719,2020-07-02
Paktika Province,185,3,139,,446,2020-07-02
Ghor Province,186,2,90,,496,2020-07-02
Kapisa Province,190,2,57,,545,2020-07-02
Daykundi Province,249,1,28,,691,2020-07-02
Urozgan Province,50,1,29,,184,2020-07-02
Nuristan Province,74,0,17,,136,2020-07-02
Kabul Province ,"12,475",156,"4,096","8,223",,2020-06-25
Herat Province,"4,665",124,"1,938","2,603",,2020-06-25
Nangarhar Province ,"1,322",56,322,944,,2020-06-25
Balkh Province ,"1,596",53,573,970,,2020-06-25
Ghazni Province ,408,27,138,243,,2020-06-25
Baghlan Province ,557,22,192,343,,2020-06-25
Kandahar Province ,"1,231",20,195,"1,016",,2020-06-25
Helmand Province ,160,18,94,48,,2020-06-25
Khost Province,340,17,45,278,,2020-06-25
Takhar Province ,790,17,168,605,,2020-06-25
Kunar Province ,375,16,120,239,,2020-06-25
Paktia Province ,942,16,150,776,,2020-06-25
Logar Province ,448,15,120,313,,2020-06-25
Panjshir Province ,248,15,122,111,,2020-06-25
Faryab Province,193,13,110,70,,2020-06-25
Parwan Province ,331,10,86,235,,2020-06-25
Wardak Province,280,10,182,88,,2020-06-25
Kunduz Province ,428,9,116,303,,2020-06-25
Samangan Province ,304,9,265,30,,2020-06-25
Bamyan Province,393,7,110,276,,2020-06-25
Jowzjan Province,196,6,83,107,,2020-06-25
Nimruz Province ,326,6,162,158,,2020-06-25
Sar-e Pol Province,130,6,99,25,,2020-06-25
Badakhshan Province ,203,5,43,155,,2020-06-25
Farah Province ,242,5,22,215,,2020-06-25
Urozgan Province ,38,5,9,24,,2020-06-25
Badghis Province ,372,4,141,227,,2020-06-25
Laghman Province ,327,4,101,222,,2020-06-25
Zabul Province ,109,4,56,49,,2020-06-25
Paktika Province ,168,3,130,35,,2020-06-25
Kapisa Province,176,2,57,117,,2020-06-25
Daykundi Province,152,1,21,130,,2020-06-25
Ghor Province,116,1,70,45,,2020-06-25
Nuristan Province,66,0,12,54,,2020-06-25
Kabul Province ,"12,185",147,"3,883","8,155",,2020-06-23
Herat Province,"4,572",113,"1,589","2,870",,2020-06-23
Balkh Province ,"1,596",52,492,"1,052",,2020-06-23
Nangarhar Province ,"1,307",45,284,978,,2020-06-23
Ghazni Province ,408,27,138,243,,2020-06-23
Kandahar Province ,"1,231",20,195,"1,016",,2020-06-23
Baghlan Province ,539,17,170,352,,2020-06-23
Helmand Province ,160,17,94,49,,2020-06-23
Khost Province,340,17,45,278,,2020-06-23
Paktia Province ,942,16,150,776,,2020-06-23
Kunar Province ,364,15,120,229,,2020-06-23
Logar Province ,445,15,113,317,,2020-06-23
Takhar Province ,752,14,168,570,,2020-06-23
Faryab Province,193,13,110,70,,2020-06-23
Panjshir Province ,245,10,104,131,,2020-06-23
Parwan Province ,329,10,86,233,,2020-06-23
Wardak Province,267,10,182,75,,2020-06-23
Samangan Province ,304,9,222,73,,2020-06-23
Bamyan Province,366,7,70,289,,2020-06-23
Kunduz Province ,404,7,65,332,,2020-06-23
Jowzjan Province,196,6,83,107,,2020-06-23
Nimruz Province ,326,6,162,158,,2020-06-23
Badakhshan Province ,190,5,43,142,,2020-06-23
Urozgan Province ,38,5,9,24,,2020-06-23
Badghis Province ,364,4,141,219,,2020-06-23
Laghman Province ,324,4,101,219,,2020-06-23
Zabul Province ,109,4,56,49,,2020-06-23
Farah Province,242,2,22,218,,2020-06-23
Kapisa Province,144,2,22,120,,2020-06-23
Paktika Province ,168,2,130,36,,2020-06-23
Sar-e Pol Province,130,2,70,58,,2020-06-23
Daykundi Province,105,1,21,83,,2020-06-23
Ghor Province,116,1,70,45,,2020-06-23
Nuristan Province,66,0,12,54,,2020-06-23
Kabul Province,"10,732",106,"2,238",,,2020-06-16
Herat Province,"4,304",89,719,,,2020-06-16
Balkh Province,"1,493",46,279,,,2020-06-16
Nangarhar Province,"1,275",38,59,,,2020-06-16
Ghazni Province,356,20,62,,,2020-06-16
Kandahar Province,"1,092",18,165,,,2020-06-16
Baghlan Province,450,16,134,,,2020-06-16
Kunar Province,332,15,87,,,2020-06-16
Paktia Province,849,14,144,,,2020-06-16
Helmand Province,138,12,80,,,2020-06-16
Faryab Province,189,10,21,,,2020-06-16
Panjshir Province,225,10,104,,,2020-06-16
Parwan Province,311,10,85,,,2020-06-16
Takhar Province,596,10,140,,,2020-06-16
Logar Province,414,9,65,,,2020-06-16
Khost Province,272,8,18,,,2020-06-16
Kunduz Province,309,7,65,,,2020-06-16
Samangan Province,298,7,132,,,2020-06-16
Wardak Province,236,7,123,,,2020-06-16
Jowzjan Province,196,6,20,,,2020-06-16
Nimruz Province,305,6,98,,,2020-06-16
Urozgan Province,32,5,9,,,2020-06-16
Bamyan Province,212,4,64,,,2020-06-16
Laghman Province,314,4,101,,,2020-06-16
Badghis Province,331,3,50,,,2020-06-16
Farah Province,218,2,22,,,2020-06-16
Paktika Province,137,2,22,,,2020-06-16
Sar-e Pol Province,130,2,12,,,2020-06-16
Zabul Province,84,2,44,,,2020-06-16
Daykundi Province,62,1,21,,,2020-06-16
Ghor Province,108,1,45,,,2020-06-16
Badakhshan Province,139,0,3,,,2020-06-16
Kapisa Province,124,0,57,,,2020-06-16
Nuristan Province,47,0,4,,,2020-06-16
Kabul Province,"10,035",101,"1,738",,,2020-06-14
Herat Province,"4,304",89,719,,,2020-06-14
Balkh Province,"1,493",46,279,,,2020-06-14
Nangarhar Province,"1,253",38,59,,,2020-06-14
Ghazni Province,356,20,62,,,2020-06-14
Kandahar Province,"1,054",18,165,,,2020-06-14
Baghlan Province,402,16,116,,,2020-06-14
Kunar Province,328,14,63,,,2020-06-14
Paktia Province,806,12,130,,,2020-06-14
Faryab Province,189,10,21,,,2020-06-14
Helmand Province,132,10,73,,,2020-06-14
Panjshir Province,204,10,99,,,2020-06-14
Parwan Province,268,10,85,,,2020-06-14
Takhar Province,454,10,124,,,2020-06-14
Logar Province,277,9,65,,,2020-06-14
Khost Province,272,8,18,,,2020-06-14
Samangan Province,298,7,132,,,2020-06-14
Jowzjan Province,196,6,20,,,2020-06-14
Kunduz Province,192,6,56,,,2020-06-14
Nimruz Province,303,6,98,,,2020-06-14
Bamyan Province,139,4,64,,,2020-06-14
Laghman Province,301,4,101,,,2020-06-14
Wardak Province,206,4,89,,,2020-06-14
Badghis Province,331,3,50,,,2020-06-14
Farah Province,218,2,22,,,2020-06-14
Paktika Province,137,2,22,,,2020-06-14
Sar-e Pol Province,130,2,12,,,2020-06-14
Zabul Province,74,2,38,,,2020-06-14
Daykundi Province,52,1,21,,,2020-06-14
Ghor Province,108,1,45,,,2020-06-14
Badakhshan Province,67,0,3,,,2020-06-14
Kapisa Province,124,0,57,,,2020-06-14
Nuristan Province,43,0,4,,,2020-06-14
Urozgan Province,20,0,1,,,2020-06-14
Kabul Province,"9,719",95,"1,332",,,2020-06-13
Herat Province,"4,304",89,719,,,2020-06-13
Balkh Province,"1,493",46,279,,,2020-06-13
Nangarhar Province,"1,246",29,59,,,2020-06-13
Ghazni Province,356,20,62,,,2020-06-13
Kandahar Province,"1,020",18,165,,,2020-06-13
Baghlan Province,370,16,106,,,2020-06-13
Kunar Province,320,14,57,,,2020-06-13
Faryab Province,189,10,21,,,2020-06-13
Helmand Province,125,10,65,,,2020-06-13
Paktia Province,784,10,128,,,2020-06-13
Panjshir Province,173,10,79,,,2020-06-13
Takhar Province,422,10,100,,,2020-06-13
Logar Province,266,9,65,,,2020-06-13
Khost Province,272,8,18,,,2020-06-13
Parwan Province,234,7,85,,,2020-06-13
Samangan Province,298,7,132,,,2020-06-13
Jowzjan Province,196,6,20,,,2020-06-13
Kunduz Province,178,6,56,,,2020-06-13
Nimruz Province,300,6,98,,,2020-06-13
Bamyan Province,137,4,64,,,2020-06-13
Laghman Province,280,4,101,,,2020-06-13
Wardak Province,206,4,89,,,2020-06-13
Badghis Province,329,3,50,,,2020-06-13
Farah Province,218,2,22,,,2020-06-13
Paktika Province,118,2,22,,,2020-06-13
Sar-e Pol Province,130,2,12,,,2020-06-13
Zabul Province,71,2,38,,,2020-06-13
Daykundi Province,40,1,17,,,2020-06-13
Ghor Province,108,1,45,,,2020-06-13
Badakhshan Province,67,0,3,,,2020-06-13
Kapisa Province,94,0,57,,,2020-06-13
Nuristan Province,11,0,2,,,2020-06-13
Urozgan Province,20,0,1,,,2020-06-13
Herat Province,"3,426",59,366,,,2020-06-05
Balkh Province,"1,329",44,50,,,2020-06-05
Kabul Province,"7,556",39,505,,,2020-06-05
Nangarhar Province,901,22,42,,,2020-06-05
Kandahar Province,776,17,43,,,2020-06-05
Ghazni Province,239,16,27,,,2020-06-05
Baghlan Province,336,13,63,,,2020-06-05
Panjshir Province,158,10,43,,,2020-06-05
Faryab Province,155,9,11,,,2020-06-05
Takhar Province,389,9,48,,,2020-06-05
Logar Province,227,8,39,,,2020-06-05
Kunar Province,217,7,19,,,2020-06-05
Paktia Province,659,7,108,,,2020-06-05
Parwan Province,186,7,14,,,2020-06-05
Jowzjan Province,179,6,7,,,2020-06-05
Khost Province,144,6,8,,,2020-06-05
Kunduz Province,162,6,38,,,2020-06-05
Samangan Province,264,5,11,,,2020-06-05
Laghman Province,224,3,47,,,2020-06-05
Wardak Province,179,3,50,,,2020-06-05
Bamyan Province,114,2,23,,,2020-06-05
Farah Province,195,2,19,,,2020-06-05
Nimruz Province,81,2,30,,,2020-06-05
Badghis Province,265,1,30,,,2020-06-05
Daykundi Province,28,1,10,,,2020-06-05
Paktika Province,118,1,22,,,2020-06-05
Sar-e Pol Province,120,1,12,,,2020-06-05
Zabul Province,38,1,10,,,2020-06-05
Badakhshan Province,56,0,2,,,2020-06-05
Ghor Province,72,0,10,,,2020-06-05
Helmand Province,65,0,20,,,2020-06-05
Kapisa Province,79,0,19,,,2020-06-05
Nuristan Province,9,0,2,,,2020-06-05
Urozgan Province,5,0,1,,,2020-06-05
Herat Province,"3,227",57,308,,,2020-06-04
Balkh Province,"1,213",41,49,,,2020-06-04
Kabul Province,"7,133",39,401,,,2020-06-04
Nangarhar Province,894,22,42,,,2020-06-04
Kandahar Province,755,17,43,,,2020-06-04
Ghazni Province,239,16,27,,,2020-06-04
Baghlan Province,336,13,63,,,2020-06-04
Panjshir Province,158,10,43,,,2020-06-04
Faryab Province,155,9,8,,,2020-06-04
Takhar Province,389,9,48,,,2020-06-04
Logar Province,227,8,39,,,2020-06-04
Kunar Province,194,7,18,,,2020-06-04
Paktia Province,648,7,108,,,2020-06-04
Parwan Province,186,7,14,,,2020-06-04
Jowzjan Province,179,6,7,,,2020-06-04
Khost Province,144,6,8,,,2020-06-04
Samangan Province,264,5,11,,,2020-06-04
Kunduz Province,133,4,38,,,2020-06-04
Laghman Province,221,3,46,,,2020-06-04
Wardak Province,175,3,49,,,2020-06-04
Bamyan Province,114,2,23,,,2020-06-04
Farah Province,174,2,19,,,2020-06-04
Nimruz Province,81,2,30,,,2020-06-04
Badghis Province,265,1,30,,,2020-06-04
Daykundi Province,28,1,10,,,2020-06-04
Paktika Province,86,1,22,,,2020-06-04
Sar-e Pol Province,99,1,9,,,2020-06-04
Zabul Province,38,1,10,,,2020-06-04
Badakhshan Province,56,0,2,,,2020-06-04
